0	0
0.008206858	167.280044
0.010549516	320.1914469
0.013238676	443.5167509
0.01593782	544.6208629
0.018643345	626.8744671
0.021353279	693.5354938
0.024066398	747.4520328
0.026781886	791.0202366
0.029499171	826.2188411
0.032217842	854.6650623
0.034818889	885.4373811
0.03737588	913.6384507
0.039894406	939.532517
0.042379105	963.3503617
0.044833865	985.2947194
0.047261981	1005.544585
0.049666263	1024.25869
0.052049135	1041.578335
0.054412693	1057.629733
0.056758765	1072.525963
0.059088952	1086.368604
0.061404663	1099.249127
0.063707144	1111.250079
0.065997501	1122.446099
0.068276717	1132.904794
0.070545673	1142.687502
0.072805155	1151.849953
0.075055871	1160.508479
0.077298458	1168.703477
0.079533491	1176.406436
0.081761489	1183.656999
0.083982923	1190.491348
0.086198221	1196.94253
0.088407771	1203.040764
0.090611927	1208.813701
0.092811011	1214.286667
0.095005317	1219.482872
0.097195114	1224.423604
0.099380649	1229.128399
0.101562147	1233.615199
0.103739815	1237.900487
0.105913843	1241.999418
0.108084406	1245.925931
0.110251664	1249.692852
0.112415765	1253.311992
0.114576845	1256.794225
0.11673503	1260.149575
0.118890436	1263.387278
0.12104317	1266.515853
0.123193332	1269.543157
0.125341012	1272.476441
0.127486295	1275.322397
0.129629261	1278.087203
0.131769982	1280.776569
0.133908527	1283.395764
0.136044957	1285.949663
0.138179331	1288.442768
0.140311704	1290.879244
0.142442127	1293.262942
0.144570646	1295.597423
0.146697306	1297.885985
0.148822147	1300.131676
0.150945208	1302.33732
0.153066526	1304.505532
0.155186133	1306.638732
0.157304061	1308.739161
0.159420339	1310.808896
0.161534996	1312.849863
0.163648057	1314.863843
0.165759547	1316.852491
0.167869489	1318.817337
0.169977904	1320.759803
0.172084813	1322.681207
0.174190236	1324.582769
0.17629419	1326.465623
0.178396693	1328.330821
0.180497762	1330.179338
0.182597412	1332.01208
0.184695658	1333.829887
0.186792513	1335.633539
0.188887992	1337.423759
0.190982108	1339.201221
0.193074871	1340.966548
0.195166295	1342.72032
0.19725639	1344.463075
0.199345168	1346.195314
0.201432638	1347.917501
0.20351881	1349.630066
0.205603694	1351.333412
0.207687299	1353.027911
0.209769633	1354.713908
0.211850707	1356.391725
0.213930527	1358.061661
0.216009102	1359.723994
0.21808644	1361.378981
0.220162548	1363.026863
0.222237433	1364.667862
0.224311103	1366.302185
0.226383565	1367.930025
0.228454825	1369.55156
0.23052489	1371.166957
0.232593767	1372.776371
0.234661462	1374.379943
0.236727981	1375.977809
0.23879333	1377.570091
0.240857515	1379.156905
0.242920543	1380.738357
0.244982418	1382.314546
0.247043147	1383.885565
